attendancePercentage,quizAverage,assignmentAverage,internalMarks,riskLevel
79,62,69,19,MEDIUM
71,77,74,22,MEDIUM
94,50,44,16,MEDIUM
91,74,80,24,LOW
90,96,96,27,LOW
93,95,96,28,LOW
89,87,92,28,LOW
86,95,91,27,LOW
94,88,100,27,LOW
86,94,90,28,LOW
58,54,56,16,HIGH
60,54,43,15,HIGH
93,87,92,29,LOW
87,90,94,28,LOW
82,78,86,25,LOW
83,78,92,27,LOW
81,83,88,26,LOW
93,86,84,25,LOW
52,54,50,17,HIGH
70,76,70,22,MEDIUM
98,85,96,28,LOW
72,65,67,22,MEDIUM
92,94,95,29,LOW
70,60,74,23,MEDIUM
84,86,89,27,LOW
92,89,97,28,LOW
90,92,91,26,LOW
93,96,100,29,LOW
40,40,47,15,HIGH
88,91,90,25,LOW
96,96,100,27,LOW
86,90,92,28,LOW
85,95,99,27,LOW
97,99,92,28,LOW
74,76,71,25,MEDIUM
70,67,83,21,MEDIUM
91,100,94,29,LOW
91,96,95,27,LOW
77,75,79,24,MEDIUM
84,78,87,25,LOW
94,54,52,17,MEDIUM
94,89,84,27,LOW
56,52,51,15,HIGH
77,85,95,26,LOW
70,68,67,19,MEDIUM
50,52,59,15,HIGH
73,72,73,22,MEDIUM
79,71,60,22,MEDIUM
81,69,65,24,MEDIUM
95,100,92,26,LOW
61,71,68,21,MEDIUM
91,83,85,25,LOW
64,66,55,19,MEDIUM
59,84,86,27,MEDIUM
50,54,52,16,HIGH
82,89,90,26,LOW
93,83,93,28,LOW
47,50,47,15,HIGH
93,98,91,29,LOW
93,85,100,29,LOW
80,71,80,22,MEDIUM
76,76,82,23,MEDIUM
44,53,47,13,HIGH
93,96,95,25,LOW
71,63,76,20,MEDIUM
79,70,70,24,MEDIUM
89,89,82,25,LOW
78,68,65,20,MEDIUM
87,83,90,26,LOW
89,85,95,26,LOW
70,69,79,20,MEDIUM
78,86,81,26,LOW
69,63,69,21,MEDIUM
96,95,99,27,LOW
46,41,46,13,HIGH
89,92,90,27,LOW
91,90,89,27,LOW
77,74,74,20,MEDIUM
50,41,46,14,HIGH
73,73,74,22,MEDIUM
94,100,93,29,LOW
83,89,99,27,LOW
70,77,77,23,MEDIUM
91,89,97,28,LOW
64,80,67,19,MEDIUM
79,74,79,23,MEDIUM
85,95,91,25,LOW
91,81,94,27,LOW
94,93,96,25,LOW
95,93,97,27,LOW
56,59,64,15,HIGH
83,70,70,23,MEDIUM
78,67,88,24,MEDIUM
60,61,66,19,MEDIUM
88,88,84,26,LOW
67,73,67,22,MEDIUM
57,91,89,26,MEDIUM
82,66,66,21,MEDIUM
87,88,85,25,LOW
91,96,96,26,LOW
74,77,72,22,MEDIUM
91,90,98,26,LOW
88,98,99,28,LOW
100,90,91,29,LOW
88,90,86,26,LOW
95,100,100,30,LOW
76,82,84,26,LOW
93,88,88,28,LOW
82,82,62,24,MEDIUM
93,95,100,28,LOW
94,95,93,26,LOW
44,47,44,14,HIGH
87,96,88,28,LOW
41,48,58,14,HIGH
49,48,53,17,HIGH
82,100,84,28,LOW
76,76,73,22,MEDIUM
80,85,75,24,MEDIUM
72,69,61,19,MEDIUM
99,93,98,29,LOW
83,81,75,24,MEDIUM
95,54,45,16,MEDIUM
47,53,49,14,HIGH
69,71,66,21,MEDIUM
83,94,90,25,LOW
84,88,97,26,LOW
80,85,83,25,LOW
81,95,83,26,LOW
80,69,75,18,MEDIUM
85,85,87,25,LOW
45,53,47,14,HIGH
85,87,96,25,LOW
89,98,96,28,LOW
96,96,100,29,LOW
52,51,53,16,HIGH
96,89,78,28,LOW
47,49,47,14,HIGH
98,91,84,27,LOW
77,84,75,22,MEDIUM
95,97,100,28,LOW
98,89,94,28,LOW
99,48,52,15,MEDIUM
85,84,94,24,LOW
55,56,52,16,HIGH
82,75,85,26,LOW
97,89,99,29,LOW
83,90,88,26,LOW
87,91,77,27,LOW
47,42,50,14,HIGH
71,78,77,22,MEDIUM
68,72,76,18,MEDIUM
55,53,45,14,HIGH
99,92,98,28,LOW
60,57,69,18,HIGH
50,49,46,17,HIGH
50,47,50,15,HIGH
78,93,78,22,MEDIUM
69,65,64,22,MEDIUM
51,52,47,13,HIGH
76,82,81,25,MEDIUM
93,91,96,29,LOW
86,90,87,27,LOW
53,52,52,15,HIGH
56,53,60,15,HIGH
100,96,90,28,LOW
100,100,100,29,LOW
94,98,94,30,LOW
43,50,43,13,HIGH
77,82,87,24,MEDIUM
91,88,91,26,LOW
78,86,82,26,LOW
79,72,72,20,MEDIUM
76,76,81,25,MEDIUM
82,70,73,19,MEDIUM
94,82,96,25,LOW
85,91,82,25,LOW
95,97,92,27,LOW
79,74,83,24,MEDIUM
86,93,88,28,LOW
75,72,67,20,MEDIUM
46,62,54,16,HIGH
94,87,96,27,LOW
93,88,92,26,LOW
97,90,100,28,LOW
93,89,89,27,LOW
61,63,64,17,HIGH
80,70,69,17,MEDIUM
76,84,74,21,MEDIUM
84,85,90,25,LOW
71,76,71,22,MEDIUM
70,77,62,22,MEDIUM
43,36,44,14,HIGH
93,85,90,28,LOW
97,96,99,29,LOW
79,71,67,18,MEDIUM
92,92,90,27,LOW
74,77,77,23,MEDIUM
80,85,78,24,MEDIUM
93,89,100,30,LOW
81,88,79,25,LOW
70,77,60,21,MEDIUM
70,76,72,22,MEDIUM
60,95,91,26,MEDIUM
90,84,91,27,LOW
95,97,93,27,LOW
54,54,53,16,HIGH
88,89,92,26,LOW
52,53,62,16,HIGH
55,48,58,17,HIGH
60,53,57,17,HIGH
73,74,76,21,MEDIUM
95,92,98,28,LOW
56,60,58,18,HIGH
81,78,80,25,MEDIUM
94,90,85,28,LOW
82,71,66,20,MEDIUM
100,96,100,29,LOW
77,79,72,22,MEDIUM
69,85,66,24,MEDIUM
70,76,80,22,MEDIUM
47,49,49,15,HIGH
90,100,100,29,LOW
89,95,92,25,LOW
89,86,88,27,LOW
78,84,90,25,LOW
72,77,79,23,MEDIUM
72,73,73,21,MEDIUM
93,94,97,29,LOW
41,49,42,14,HIGH
98,97,88,26,LOW
52,46,56,15,HIGH
81,84,90,25,LOW
93,48,55,14,MEDIUM
95,91,91,28,LOW
92,92,91,26,LOW
78,71,67,22,MEDIUM
80,61,73,21,MEDIUM
72,62,66,21,MEDIUM
89,82,88,28,LOW
94,84,78,28,LOW
70,71,66,21,MEDIUM
92,88,86,27,LOW
76,65,63,21,MEDIUM
76,69,71,24,MEDIUM
68,81,77,23,MEDIUM
93,88,100,27,LOW
70,82,80,21,MEDIUM
73,72,78,21,MEDIUM
92,88,98,30,LOW
92,98,94,27,LOW
95,97,98,28,LOW
54,55,64,14,HIGH
40,45,41,13,HIGH
66,73,66,22,MEDIUM
100,97,100,29,LOW
91,86,93,25,LOW
67,74,65,21,MEDIUM
48,40,41,14,HIGH
80,82,81,26,LOW
80,87,90,27,LOW
79,88,100,27,LOW
84,86,78,28,LOW
80,85,79,27,LOW
76,74,66,19,MEDIUM
73,65,70,21,MEDIUM
73,82,72,22,MEDIUM
70,80,88,23,MEDIUM
98,90,95,29,LOW
95,90,99,28,LOW
48,45,47,11,HIGH
74,68,71,21,MEDIUM
99,93,96,28,LOW
71,81,75,21,MEDIUM
68,72,71,20,MEDIUM
81,79,79,26,MEDIUM
44,49,46,16,HIGH
88,85,98,26,LOW
73,73,71,22,MEDIUM
82,80,80,24,MEDIUM
73,68,68,22,MEDIUM
73,75,69,21,MEDIUM
65,53,57,17,HIGH
52,46,43,14,HIGH
80,88,76,26,LOW
79,60,68,18,MEDIUM
53,55,53,13,HIGH
86,99,91,28,LOW
86,96,90,28,LOW
91,91,90,26,LOW
52,59,50,14,HIGH
74,81,79,22,MEDIUM
78,85,86,24,MEDIUM
55,66,62,18,HIGH
74,74,80,22,MEDIUM
99,100,95,27,LOW
92,88,98,29,LOW
71,66,71,20,MEDIUM
51,46,51,14,HIGH
81,80,92,25,LOW
83,84,86,27,LOW
64,68,61,20,MEDIUM
82,90,85,28,LOW
73,64,62,19,MEDIUM
60,87,89,27,MEDIUM
79,89,92,26,LOW
49,45,56,15,HIGH
45,44,45,15,HIGH
50,45,45,18,HIGH
92,98,96,28,LOW
76,83,70,23,MEDIUM
95,83,82,26,LOW
72,72,82,22,MEDIUM
92,82,80,27,LOW
90,100,97,29,LOW
40,43,36,12,HIGH
78,85,69,22,MEDIUM
97,91,91,28,LOW
73,75,68,21,MEDIUM
76,71,83,23,MEDIUM
91,86,100,29,LOW
75,63,74,19,MEDIUM
66,63,61,19,MEDIUM
59,60,55,17,HIGH
79,85,94,24,LOW
72,83,67,22,MEDIUM
54,41,52,17,HIGH
94,93,91,25,LOW
56,61,50,14,HIGH
94,91,100,28,LOW
47,56,52,14,HIGH
79,88,94,26,LOW
52,46,52,14,HIGH
44,51,49,16,HIGH
79,70,69,18,MEDIUM
94,100,99,28,LOW
62,55,69,22,MEDIUM
90,85,86,26,LOW
70,68,67,22,MEDIUM
60,62,56,16,HIGH
81,81,73,23,MEDIUM
71,71,69,21,MEDIUM
46,54,59,15,HIGH
64,63,61,18,MEDIUM
93,92,98,28,LOW
82,80,79,23,MEDIUM
81,65,70,17,MEDIUM
48,46,47,17,HIGH
47,54,55,16,HIGH
85,90,88,27,LOW
71,69,70,20,MEDIUM
41,47,40,13,HIGH
82,71,68,20,MEDIUM
67,71,79,21,MEDIUM
66,64,66,20,MEDIUM
97,90,96,27,LOW
86,88,92,26,LOW
80,64,64,17,MEDIUM
78,81,91,27,LOW
90,82,87,28,LOW
89,91,97,28,LOW
96,92,90,29,LOW
93,77,89,25,LOW
94,89,89,29,LOW
82,94,86,26,LOW
60,91,88,28,MEDIUM
72,72,72,24,MEDIUM
59,89,94,27,MEDIUM
86,75,67,23,MEDIUM
73,66,81,23,MEDIUM
67,69,70,21,MEDIUM
88,87,91,25,LOW
87,88,89,27,LOW
90,95,90,28,LOW
96,84,83,26,LOW
92,94,87,24,LOW
89,80,98,26,LOW
86,91,89,25,LOW
43,45,46,14,HIGH
60,60,63,18,HIGH
66,64,63,18,MEDIUM
66,79,64,20,MEDIUM
76,67,69,22,MEDIUM
90,88,91,27,LOW
98,100,95,30,LOW
98,92,100,29,LOW
51,45,57,15,HIGH
45,41,39,14,HIGH
89,87,89,26,LOW
83,77,76,26,MEDIUM
99,90,82,27,LOW
59,91,91,27,MEDIUM
69,64,63,21,MEDIUM
72,71,68,23,MEDIUM
99,95,91,26,LOW
82,93,88,25,LOW
96,92,91,29,LOW
90,94,84,25,LOW
99,92,89,28,LOW
75,65,70,25,MEDIUM
51,42,42,15,HIGH
66,74,76,21,MEDIUM
54,53,58,15,HIGH
60,68,64,22,MEDIUM
78,72,84,24,MEDIUM
99,93,94,29,LOW
70,74,66,20,MEDIUM
83,75,91,24,LOW
97,98,97,28,LOW
40,36,35,11,HIGH
61,55,48,15,HIGH
89,94,84,28,LOW
58,88,95,27,MEDIUM
58,69,63,18,HIGH
92,91,88,26,LOW
88,89,84,26,LOW
88,93,93,26,LOW
98,92,100,30,LOW
89,79,94,23,LOW
77,83,90,22,MEDIUM
89,80,75,25,LOW
90,86,87,26,LOW
85,89,86,26,LOW
51,45,51,14,HIGH
60,52,63,17,HIGH
80,74,82,24,MEDIUM
89,84,86,26,LOW
91,93,89,26,LOW
93,90,87,27,LOW
86,88,90,28,LOW
76,77,80,23,MEDIUM
98,87,99,27,LOW
48,43,41,14,HIGH
54,47,46,14,HIGH
99,98,100,29,LOW
75,84,85,25,MEDIUM
88,93,97,26,LOW
50,53,51,16,HIGH
91,100,96,29,LOW
48,46,43,14,HIGH
91,89,92,28,LOW
46,53,56,15,HIGH
71,72,72,23,MEDIUM
77,74,66,23,MEDIUM
95,89,83,27,LOW
88,96,100,28,LOW
72,70,65,19,MEDIUM
79,72,72,17,MEDIUM
98,100,95,29,LOW
78,71,72,23,MEDIUM
67,76,75,21,MEDIUM
85,87,100,28,LOW
92,96,93,27,LOW
84,82,86,26,LOW
66,68,71,21,MEDIUM
46,46,46,15,HIGH
76,80,76,24,MEDIUM
87,87,88,27,LOW
82,92,90,26,LOW
52,60,67,17,HIGH
56,72,57,19,HIGH
95,100,90,29,LOW
91,89,96,28,LOW
81,87,96,25,LOW
76,64,70,20,MEDIUM
81,74,77,21,MEDIUM
82,68,68,17,MEDIUM
92,80,87,27,LOW
50,49,54,17,HIGH
60,58,59,17,HIGH
49,51,50,14,HIGH
94,100,96,28,LOW
85,84,95,27,LOW
81,88,88,28,LOW
71,56,70,21,MEDIUM
78,74,76,23,MEDIUM
82,75,77,21,MEDIUM
77,70,79,23,MEDIUM
49,48,55,13,HIGH
67,83,82,21,MEDIUM
51,49,52,18,HIGH
83,94,99,26,LOW
90,95,89,28,LOW
68,78,76,22,MEDIUM
89,82,79,25,LOW
83,83,88,26,LOW
97,88,99,29,LOW
86,81,77,24,MEDIUM
83,87,93,26,LOW
83,98,90,26,LOW
82,75,78,22,MEDIUM
50,53,46,15,HIGH
69,68,81,23,MEDIUM
90,85,89,26,LOW
74,73,62,23,MEDIUM
83,82,85,25,LOW
53,43,57,13,HIGH
93,89,81,25,LOW
40,43,49,14,HIGH
49,50,58,15,HIGH
77,65,77,23,MEDIUM
85,93,85,25,LOW
95,90,97,30,LOW
63,59,72,20,MEDIUM
79,72,70,19,MEDIUM
87,90,98,27,LOW
82,91,96,27,LOW
95,85,95,27,LOW
77,80,67,23,MEDIUM
80,78,81,23,MEDIUM
79,70,73,16,MEDIUM
70,62,64,20,MEDIUM
46,46,41,13,HIGH
44,54,46,15,HIGH
60,62,59,18,HIGH
50,54,45,16,HIGH
75,72,69,19,MEDIUM
74,70,66,23,MEDIUM
58,57,54,15,HIGH
86,72,81,25,MEDIUM
74,75,78,22,MEDIUM
74,71,70,23,MEDIUM
73,69,78,23,MEDIUM
40,38,43,15,HIGH
90,88,87,27,LOW
79,74,74,21,MEDIUM
41,46,50,13,HIGH
90,88,83,26,LOW
92,100,92,29,LOW
40,36,38,11,HIGH
55,48,55,15,HIGH
74,72,71,19,MEDIUM
78,84,76,23,MEDIUM
60,63,68,18,MEDIUM
89,100,89,28,LOW
83,82,95,29,LOW
99,100,100,30,LOW
83,89,88,27,LOW
89,93,88,27,LOW
90,98,91,27,LOW
78,68,71,19,MEDIUM
45,38,40,13,HIGH
90,85,93,26,LOW
72,70,66,22,MEDIUM
93,93,93,29,LOW
100,87,100,30,LOW
79,81,80,22,MEDIUM
83,91,88,27,LOW
40,40,44,11,HIGH
44,38,40,14,HIGH
74,69,69,21,MEDIUM
98,92,95,28,LOW
71,75,67,21,MEDIUM
94,90,100,26,LOW
92,84,88,26,LOW
59,90,91,27,MEDIUM
94,100,91,27,LOW
66,67,70,20,MEDIUM
67,66,74,20,MEDIUM
72,68,73,21,MEDIUM
93,93,98,28,LOW
66,67,66,18,MEDIUM
56,50,59,15,HIGH
84,82,78,24,MEDIUM
46,46,51,14,HIGH
88,73,86,24,LOW
81,78,81,24,MEDIUM
54,60,46,13,HIGH
100,93,96,30,LOW
74,67,82,22,MEDIUM
82,80,75,24,MEDIUM
88,83,85,26,LOW
92,95,93,27,LOW
100,87,99,29,LOW
84,85,89,24,LOW
77,60,66,17,MEDIUM
90,92,95,28,LOW
61,64,64,21,MEDIUM
81,81,84,25,LOW
82,85,93,24,LOW
78,76,73,17,MEDIUM
83,84,95,26,LOW
52,54,55,16,HIGH
66,67,72,22,MEDIUM
95,97,95,30,LOW
86,72,67,19,MEDIUM
98,88,100,30,LOW
80,70,68,20,MEDIUM
45,39,52,15,HIGH
66,64,73,17,MEDIUM
47,49,50,14,HIGH
67,70,76,22,MEDIUM
76,74,74,22,MEDIUM
88,95,100,26,LOW
69,70,64,19,MEDIUM
71,66,72,19,MEDIUM
71,72,80,22,MEDIUM
92,98,97,27,LOW
75,72,64,22,MEDIUM
100,98,94,29,LOW
77,73,69,20,MEDIUM
50,49,60,15,HIGH
79,74,87,23,MEDIUM
77,72,78,23,MEDIUM
76,66,73,22,MEDIUM
59,47,51,16,HIGH
99,89,89,27,LOW
49,51,52,15,HIGH
98,86,100,27,LOW
67,55,58,20,MEDIUM
96,51,54,16,MEDIUM
65,63,56,21,MEDIUM
74,76,78,22,MEDIUM
70,74,65,21,MEDIUM
51,53,52,17,HIGH
96,88,89,28,LOW
85,92,94,28,LOW
79,72,63,23,MEDIUM
96,100,100,29,LOW
79,81,94,28,LOW
72,76,76,22,MEDIUM
89,93,88,25,LOW
91,96,95,26,LOW
85,89,86,27,LOW
79,80,78,22,MEDIUM
89,98,92,30,LOW
95,86,91,26,LOW
56,92,88,26,MEDIUM
83,77,91,25,LOW
45,46,42,13,HIGH
66,76,74,22,MEDIUM
88,100,100,28,LOW
95,97,92,28,LOW
72,70,73,23,MEDIUM
81,84,92,25,LOW
90,86,90,28,LOW
83,77,83,24,MEDIUM
71,66,74,19,MEDIUM
69,76,69,25,MEDIUM
92,91,82,27,LOW
96,100,91,29,LOW
86,84,87,26,LOW
62,90,89,27,MEDIUM
90,82,88,26,LOW
76,69,67,20,MEDIUM
65,60,66,19,MEDIUM
80,81,80,23,MEDIUM
46,44,37,13,HIGH
40,51,38,14,HIGH
71,72,73,23,MEDIUM
43,32,47,12,HIGH
89,94,87,28,LOW
72,66,74,21,MEDIUM
44,36,37,11,HIGH
44,50,52,17,HIGH
92,82,84,25,LOW
83,66,68,21,MEDIUM
59,55,60,17,HIGH
55,54,55,15,HIGH
78,63,71,19,MEDIUM
51,55,56,16,HIGH
94,84,90,28,LOW
87,88,100,28,LOW
81,86,86,24,LOW
65,64,68,21,MEDIUM
74,91,76,26,MEDIUM
46,53,47,14,HIGH
53,54,46,16,HIGH
98,100,100,30,LOW
88,93,93,27,LOW
84,86,84,26,LOW
90,78,89,25,LOW
88,100,93,26,LOW
67,77,66,20,MEDIUM
58,58,52,16,HIGH
79,82,86,22,MEDIUM
100,96,83,28,LOW
72,66,75,21,MEDIUM
96,92,91,30,LOW
50,45,45,14,HIGH
75,86,82,25,MEDIUM
88,84,86,28,LOW
80,65,64,20,MEDIUM
92,89,93,27,LOW
52,52,51,15,HIGH
40,38,27,10,HIGH
88,87,88,27,LOW
84,90,94,29,LOW
89,80,90,29,LOW
84,87,88,26,LOW
87,92,85,26,LOW
77,76,74,24,MEDIUM
40,41,40,12,HIGH
46,45,46,14,HIGH
71,64,78,22,MEDIUM
54,61,55,18,HIGH
75,79,76,22,MEDIUM
80,76,73,20,MEDIUM
94,98,91,28,LOW
61,60,66,20,MEDIUM
73,67,65,21,MEDIUM
66,66,70,21,MEDIUM
80,76,85,22,MEDIUM
54,52,64,15,HIGH
82,77,85,27,LOW
59,56,65,21,MEDIUM
42,42,53,12,HIGH
92,91,86,28,LOW
93,85,94,27,LOW
72,75,80,23,MEDIUM
92,100,88,27,LOW
40,42,47,15,HIGH
94,49,43,15,HIGH
75,81,74,21,MEDIUM
50,49,57,16,HIGH
85,93,87,23,LOW
77,70,71,23,MEDIUM
89,97,86,27,LOW
76,74,83,26,MEDIUM
50,56,56,15,HIGH
57,58,56,17,HIGH
66,68,70,20,MEDIUM
77,66,69,18,MEDIUM
79,79,71,24,MEDIUM
42,45,44,14,HIGH
94,87,83,28,LOW
98,83,91,27,LOW
77,73,80,24,MEDIUM
81,68,66,20,MEDIUM
89,85,98,27,LOW
86,96,89,27,LOW
93,85,93,26,LOW
95,43,50,16,MEDIUM
65,63,65,21,MEDIUM
51,52,58,16,HIGH
51,38,43,14,HIGH
58,48,56,18,HIGH
55,51,58,16,HIGH
95,98,100,30,LOW
47,53,57,17,HIGH
80,79,85,26,LOW
100,94,100,28,LOW
93,49,55,15,MEDIUM
89,92,96,29,LOW
46,45,38,11,HIGH
92,90,96,27,LOW
44,48,36,11,HIGH
96,83,94,28,LOW
77,69,70,24,MEDIUM
46,54,52,14,HIGH
82,82,98,26,LOW
88,84,82,25,LOW
93,95,85,28,LOW
74,84,78,24,MEDIUM
89,82,91,27,LOW
91,100,95,28,LOW
90,89,93,28,LOW
73,69,67,21,MEDIUM
80,83,87,24,LOW
63,65,60,20,MEDIUM
94,93,97,27,LOW
95,90,87,28,LOW
95,88,98,26,LOW
68,78,69,20,MEDIUM
58,68,67,20,MEDIUM
95,85,91,27,LOW
70,71,61,22,MEDIUM
68,75,65,20,MEDIUM
90,98,91,27,LOW
67,74,60,21,MEDIUM
89,81,85,25,LOW
59,95,94,28,LOW
79,77,73,22,MEDIUM
94,96,100,30,LOW
89,91,99,28,LOW
79,68,75,21,MEDIUM
81,72,73,18,MEDIUM
91,80,85,27,LOW
41,47,50,16,HIGH
54,50,47,16,HIGH
86,68,69,20,MEDIUM
75,76,72,22,MEDIUM
89,86,88,28,LOW
90,91,91,26,LOW
90,80,84,25,LOW
99,94,98,28,LOW
66,72,62,21,MEDIUM
80,60,72,23,MEDIUM
61,69,60,18,MEDIUM
89,89,89,26,LOW
74,67,70,21,MEDIUM
76,69,76,22,MEDIUM
65,63,68,18,MEDIUM
96,92,94,29,LOW
50,52,56,14,HIGH
83,95,92,26,LOW
60,92,93,27,LOW
75,84,69,22,MEDIUM
48,49,43,15,HIGH
43,48,47,15,HIGH
69,73,84,24,MEDIUM
88,86,98,28,LOW
51,54,55,18,HIGH
75,80,64,21,MEDIUM
76,71,76,23,MEDIUM
82,85,72,23,MEDIUM
65,76,79,24,MEDIUM
79,87,85,26,LOW
67,64,73,21,MEDIUM
67,65,73,22,MEDIUM
83,88,92,26,LOW
40,45,42,12,HIGH
90,98,99,28,LOW
87,75,82,27,LOW
54,59,54,17,HIGH
51,51,58,15,HIGH
87,82,83,24,LOW
96,95,94,27,LOW
69,66,79,19,MEDIUM
75,73,75,20,MEDIUM
96,87,92,28,LOW
93,91,83,25,LOW
84,87,85,26,LOW
53,50,45,15,HIGH
42,55,56,15,HIGH
71,62,74,20,MEDIUM
83,88,94,26,LOW
42,44,43,13,HIGH
93,83,85,29,LOW
47,41,46,12,HIGH
40,38,37,10,HIGH
58,63,55,17,HIGH
84,92,83,26,LOW
90,92,88,25,LOW
81,85,87,27,LOW
87,73,73,23,MEDIUM
84,81,80,25,LOW
76,72,74,22,MEDIUM
82,90,75,24,MEDIUM
97,93,91,30,LOW
75,76,71,18,MEDIUM
71,69,73,20,MEDIUM
75,73,78,23,MEDIUM
75,72,78,21,MEDIUM
85,86,94,24,LOW
80,84,82,23,MEDIUM
75,89,72,23,MEDIUM
88,89,90,26,LOW
76,67,70,19,MEDIUM
67,59,66,20,MEDIUM
91,86,95,28,LOW
74,62,79,19,MEDIUM
79,70,71,19,MEDIUM
40,37,48,14,HIGH
91,90,89,25,LOW
80,84,89,26,LOW
93,85,100,28,LOW
46,44,42,11,HIGH
91,90,87,30,LOW
81,79,78,27,LOW
58,63,54,17,HIGH
78,71,71,21,MEDIUM
88,79,83,26,LOW
57,66,60,18,HIGH
67,61,64,21,MEDIUM
77,75,69,20,MEDIUM
60,53,58,17,HIGH
74,69,78,21,MEDIUM
74,69,78,24,MEDIUM
70,70,72,20,MEDIUM
96,90,87,28,LOW
74,74,71,21,MEDIUM
47,52,55,14,HIGH
69,70,78,23,MEDIUM
67,77,75,21,MEDIUM
74,71,74,20,MEDIUM
94,99,99,30,LOW
82,63,69,21,MEDIUM
82,85,81,25,LOW
93,88,97,27,LOW
76,84,98,25,LOW
75,62,64,19,MEDIUM
79,63,68,20,MEDIUM
53,51,61,16,HIGH
79,76,81,23,MEDIUM
90,78,82,26,LOW
83,86,96,27,LOW
40,36,50,13,HIGH
71,70,75,21,MEDIUM
87,90,87,27,LOW
67,70,63,20,MEDIUM
82,99,94,28,LOW
88,84,82,25,LOW
94,99,83,28,LOW
78,72,66,21,MEDIUM
48,57,44,12,HIGH
91,82,85,27,LOW
86,84,91,26,LOW
97,80,88,27,LOW
46,50,61,15,HIGH
96,85,96,26,LOW
70,77,80,24,MEDIUM
50,51,65,16,HIGH
74,77,82,22,MEDIUM
71,84,84,24,MEDIUM
51,56,54,15,HIGH
80,77,81,25,MEDIUM
83,70,88,26,LOW
62,59,63,20,MEDIUM
93,97,100,28,LOW
87,97,93,28,LOW
72,63,77,21,MEDIUM
95,86,100,26,LOW
86,88,99,30,LOW
81,81,82,26,LOW
95,84,84,28,LOW
80,84,90,24,LOW
93,93,99,29,LOW
92,93,92,28,LOW
73,64,73,20,MEDIUM
82,66,67,18,MEDIUM
92,90,93,26,LOW
85,86,90,26,LOW
47,39,44,14,HIGH
90,94,98,28,LOW
72,73,74,21,MEDIUM
92,81,91,25,LOW
87,99,89,28,LOW
50,54,57,17,HIGH
83,81,86,23,MEDIUM
81,86,78,28,LOW
54,48,56,16,HIGH
85,85,88,28,LOW
87,84,86,25,LOW
93,98,92,29,LOW
88,87,76,28,LOW
69,77,73,20,MEDIUM
49,54,59,19,HIGH
86,91,91,29,LOW
82,65,71,19,MEDIUM
100,94,91,27,LOW
96,100,100,30,LOW
71,71,72,24,MEDIUM
51,55,67,18,HIGH
74,76,89,25,MEDIUM
76,72,77,23,MEDIUM
52,50,48,15,HIGH
88,100,95,29,LOW
68,74,69,22,MEDIUM
73,75,69,23,MEDIUM
90,89,93,26,LOW
78,71,71,23,MEDIUM
82,89,80,25,LOW
100,96,96,29,LOW
80,63,68,21,MEDIUM
66,80,75,21,MEDIUM
96,99,100,30,LOW
70,75,82,23,MEDIUM
87,94,85,27,LOW
83,73,82,23,MEDIUM
94,98,92,26,LOW
73,67,73,20,MEDIUM
70,73,75,20,MEDIUM
100,100,95,30,LOW
58,54,52,16,HIGH
84,88,88,26,LOW
73,65,73,21,MEDIUM
86,83,92,26,LOW
96,48,54,14,MEDIUM
61,65,69,19,MEDIUM
73,81,73,23,MEDIUM
86,97,88,28,LOW
91,86,96,27,LOW
46,49,53,15,HIGH
88,90,94,30,LOW
78,73,66,22,MEDIUM
87,100,96,27,LOW
89,89,77,27,LOW
85,81,81,23,MEDIUM
96,48,43,13,HIGH
74,72,71,23,MEDIUM
90,96,86,27,LOW
85,83,83,23,MEDIUM
84,96,100,26,LOW
68,74,76,22,MEDIUM
87,92,80,26,LOW
74,79,76,20,MEDIUM
93,87,92,29,LOW
80,82,83,26,LOW
45,47,42,15,HIGH
96,95,85,27,LOW
64,66,66,20,MEDIUM
78,69,71,20,MEDIUM
85,90,91,27,LOW
79,71,70,20,MEDIUM
75,79,87,20,MEDIUM
85,85,100,26,LOW
82,87,96,24,LOW
84,81,89,26,LOW
100,100,88,29,LOW
88,96,84,27,LOW
81,86,87,24,LOW
76,72,78,21,MEDIUM
87,95,94,27,LOW
40,46,49,12,HIGH
48,53,57,17,HIGH
80,80,94,21,MEDIUM
87,98,97,28,LOW
53,66,64,19,HIGH
64,66,63,19,MEDIUM
95,83,100,30,LOW
87,85,100,27,LOW
85,90,99,25,LOW
88,75,91,26,LOW
62,65,60,19,MEDIUM
84,85,90,27,LOW
79,71,84,24,MEDIUM
54,46,54,14,HIGH
79,54,67,22,MEDIUM
74,79,77,22,MEDIUM
67,68,61,19,MEDIUM
100,95,97,28,LOW
80,79,81,24,MEDIUM
48,43,47,14,HIGH
68,75,76,22,MEDIUM
86,86,87,26,LOW
51,59,52,13,HIGH
67,66,71,21,MEDIUM
74,68,62,20,MEDIUM
75,81,75,24,MEDIUM
70,65,72,20,MEDIUM
95,49,57,14,MEDIUM
85,85,82,22,MEDIUM
80,77,74,23,MEDIUM
92,92,96,28,LOW
79,84,89,24,LOW
67,76,83,23,MEDIUM
97,100,90,27,LOW
97,95,91,27,LOW
93,95,95,29,LOW
57,49,53,16,HIGH
89,88,91,26,LOW
66,81,72,21,MEDIUM
76,79,78,23,MEDIUM
52,54,45,15,HIGH
79,90,91,26,LOW
66,69,69,22,MEDIUM
79,72,83,22,MEDIUM
83,87,90,26,LOW
90,99,92,27,LOW
